DOI,PREFIX,ISSN,type,publisher,title,date,reference-count,alt title,score
10.30699/icss.21.4.103,10.30699,1561-4174,journal-article,"Farname, Inc.",Advances in Cognitive Science,2020/5/26,0,Comprehension and production of spatial and non-spatial prepositions in specific language impairment children versus healthy children Based on cognitive linguistics,2.1288822
10.1021/acs.jcim.9b01107,10.1021,1549-9596,journal-article,American Chemical Society (ACS),Journal of Chemical Information and Modeling,2020/5/26,41,Computational Protocol for Assessing the Optimal Pixel Size to Improve the Accuracy of Single-particle Cryo-electron Microscopy Maps,3.0544772
10.1021/acs.jcim.9b01108,10.1021,1549-9596,journal-article,American Chemical Society (ACS),Journal of Chemical Information and Modeling,2020/5/26,43,POLARIS: Path of Least Action Analysis on Energy Landscapes,3.0544772
10.1007/978-3-030-37838-7_3,10.1007,1865-0929,book-chapter,Springer International Publishing,Communications in Computer and Information Science,2020/1/2,13,Population Size in Differential Evolution,3.0544772
10.1111/camh.12369,10.1111,1475-357X,journal-article,Wiley,Child and Adolescent Mental Health,2020/5/27,0,Issue Information,4.4303546
10.1080/02560046.2019.1703021,10.1080,0256-0046,journal-article,Informa UK Limited,Critical Arts,2020/5/28,12,Reviewing the Topic: Literacy and Language amongst the KhoeSan,6.859384
10.32473/edis-wc345-2020,10.32473,2576-0009,journal-article,University of Florida George A Smathers Libraries,EDIS,2020/5/28,0,Floridians’ Engagement in Landscape Best Practices to Protect Water Resources: Information from a 2018 Survey,3.8240283
10.1002/jhet.3594,10.1002,0022-152X,journal-article,Wiley,Journal of Heterocyclic Chemistry,2020/1/22,0,Issue Information,4.4303546
10.1088/1757-899x/734/1/012086,10.1088,1757-899X,journal-article,IOP Publishing,IOP Conference Series: Materials Science and Engineering,2020/1/29,21,Intelligent decision - making support on the level of encryption of information transmitted in the UMV information exchange channels,4.561547
10.1017/err.2019.69,10.1017,1867-299X,journal-article,Cambridge University Press (CUP),European Journal of Risk Regulation,2020/2/28,23,Electronic Systems of Information Exchange as a Key Tool in EU Health Crisis and Disaster Management,3.8240283
10.1103/physreve.101.012407,10.1103,2470-0045,journal-article,American Physical Society (APS),Physical Review E,2020/1/15,25,Active modulation of surfactant-driven flow instabilities by swarming bacteria,3.0544772
10.2308/jiar-19-085,10.2308,1542-6297,journal-article,American Accounting Association,Journal of International Accounting Research,2020/5/29,59,Information Shocks and Corporate Cash Policies,3.8240283
10.1111/jpc.14516,10.1111,1034-4810,journal-article,Wiley,Journal of Paediatrics and Child Health,2020/5/30,0,Issue Information,4.4303546
10.7567/1882-0786/ab6133,10.35848,1882-0778,journal-article,IOP Publishing,Applied Physics Express,2020/5/31,31,High performance distributed acoustic sensor based on digital LFM pulse coherent-optical time domain reflectometer for intrapulse event,2.1288822
10.1002/wrcr.23434,10.1002,0043-1397,journal-article,Wiley,Water Resources Research,2020/6/1,0,Issue Information,4.4303546
10.1002/ese3.630,10.1002,2050-0505,journal-article,Wiley,Energy Science & Engineering,2020/6/2,58,Comprehensive evaluation of sustainable ammonia production systems based on fuzzy multiattribute decision making under hybrid information,3.0544772
10.17577/ijertv9is010134,10.17577,2278-0181,journal-article,ESRSA Publications Pvt. Ltd.,International Journal of Engineering Research and,2020/6/3,0,Determination of Soil-Crop Suitability for Enugu State using Geographic Information System (GIS)  Multi-Criteria Evaluation (MCE),3.0544772
10.1002/aorn.12984,10.1002,0001-2092,journal-article,Wiley,AORN Journal,2020/6/3,0,Issue Information,4.8986945
10.1002/mde.3136,10.1002,0143-6570,journal-article,Wiley,Managerial and Decision Economics,2020/6/3,33,Can incomplete information lead to better social outcomes?,3.8240283
10.1002/edm2.77,10.1002,2398-9238,journal-article,Wiley,"Endocrinology, Diabetes & Metabolism",2020/6/3,0,Issue Information,4.8986945
10.1002/jgc4.1217,10.1002,1059-7700,journal-article,Wiley,Journal of Genetic Counseling,2020/6/3,66,Relationships of health information orientation and cancer history on preferences for consent and control over biospecimens in a biobank: A race‐stratified analysis,3.0544772
10.1017/s1474746419000472,10.1017,1474-7464,journal-article,Cambridge University Press (CUP),Social Policy and Society,2020/6/4,72,‘It Can’t Really be Answered in an Information Pack…’: A Realist Evaluation of a Telephone Housing Options Service for Older People,3.0544772
10.3310/hsdr08030,10.3310,2050-4349,journal-article,National Institute for Health Research,Health Services and Delivery Research,2020/6/4,215,Presenting patients with information on their oral health risk: the PREFER three-arm RCT and ethnography,3.0544772
10.13189/csit.2020.080102,10.13189,2331-6063,journal-article,"Horizon Research Publishing Co., Ltd.",Computer Science and Information Technology,2020/4/21,0,Analysis and Recurrent Calculation of 8th Rank MBF of Maximal Types,3.8240283
10.13189/csit.2020.080103,10.13189,2331-6063,journal-article,"Horizon Research Publishing Co., Ltd.",Computer Science and Information Technology,2020/4/21,0,Use of Access Control List Application for Bandwidth Management among Selected Public Higher Education Institutions in Ethiopia,3.8240283
10.7256/2454-0714.2020.1.31728,10.7256,2454-0714,journal-article,"Aurora Group, s.r.o",Программные системы и вычислительные методы,2020/4/23,25,Statistical evaluation of the information content of attributes for the task of searching for semantically close sentences,3.8240283
10.35291/2454-9150.2020.0015,10.35291,2454-9150,journal-article,IJREAM Publishing House,International Journal for Research in Engineering Application & Management,2020/4/27,0,An Integrated Approach for Knowledge discovery and Information retrieval on Web,4.4303546
10.37745/ejbir/vol8.no1.pp19-31.2020,10.37745,2053-4019,journal-article,European Centre for Research Training and Development,European Journal of Business and Innovation Research,2020/4/28,0,"Human Information Infrastructure and Administrative Efficiency (HIIAE) Of Selected Enterprises in the Civil Aviation Industry in the South-South, Nigeria",3.8240283
10.32592/hsr.2020.15.4.102,10.32592,2322-5564,journal-article,DoNotEdit,Scientific research journal of Health System Research,2020/4/28,0,The relationship between health literacy and self-care behaviors in patients referred to Babol rural health center with type 2 diabetes,6.859384
10.26681/jote.2020.040204,10.26681,2573-1378,journal-article,Eastern Kentucky University,Journal of Occupational Therapy Education,2020/5/1,0,The Use of an Embedded Librarian to Enhance Student Information Literacy Skills: A Pilot Study,8.533472
10.37745/ejaafr/vol8.no1.pp1-13.2020,10.37745,2053-4086,journal-article,European Centre for Research Training and Development,"European Journal of Accounting, Auditing and Finance Research",2020/4/18,0,"Determinant Acceptance of Information Systems in the Cooperative of Palm Oil Producers, Musi Banyuasin District",3.8240283
10.36067/jbis.v1i2.34,10.36067,2685-2543,journal-article,Program Studi Akuntansi Fakultas Ekonomi Universitas PGRI Yogyakarta,Journal of Business and Information Systems  (e-ISSN: 2685-2543),2020/4/15,0,Faktor-faktor yang Mempengaruhi Fraud (Studi pada Pemerintah Desa se-Kabupaten Bantul),3.8240283
10.36067/jbis.v2i1.32,10.36067,2685-2543,journal-article,Program Studi Akuntansi Fakultas Ekonomi Universitas PGRI Yogyakarta,Journal of Business and Information Systems  (e-ISSN: 2685-2543),2020/4/15,0,"Orientasi pasar, pilihan strategi dan peran fungsional akuntansi:  Studi pada industri hotel di Sumatera Selatan",3.8240283
10.12681/jhvms.22222,10.12681,2585-3724,journal-article,National Documentation Centre (EKT),Journal of the Hellenic Veterinary Medical Society,2020/4/15,0,Analyzing risk factors for lumpy skin disease by a geographic information system (GIS) in Turkey,3.8240283
10.36347/sjahss.2020.v08i01.006,10.36347,2347-9493,journal-article,SASPR Edu International Pvt. Ltd,"Scholars Journal of Arts, Humanities and Social Sciences",2020/4/15,0,Assessing Public Awareness and use of the Freedom of Information (FOI) Act: A study of Port Harcourt City,3.0544772
10.36348/sjbms.2020.v05i01.010,10.36348,2415-6663,journal-article,SASPR Edu International Pvt. Ltd,Saudi Journal of Business and Management Studies,2020/4/19,0,Perspective of Financial Literacy on Agribusiness Performance in Uganda; A Close Look at Farmers’ Attitude and Social Media Platforms,6.859384
10.22394/1726-1139-2020-1-43-55,10.22394,1726-1139,journal-article,The Russian Presidential Academy of National Economy and Public Administration,Administrative Consulting,2020/4/15,0,Strategic Guidelines for the Development of the Public Authorities Communication Policy in the Information Society,3.8240283
10.34218/ijm.11.1.2020.009,10.34218,0976-6510,journal-article,IAEME Publication Chennai,INTERNATIONAL JOURNAL OF MANAGEMENT,2020/4/16,0,FACTORS EFFECTING THE PERFORMANCE MANAGEMENT SYSTEM: A COMPARATIVE ANALYSIS AMONG MEN AND WOMEN WITH REFERENCE TO INFORMATION TECHNOLOGY SECTOR  ,3.8240283
10.18572/1812-3783-2020-1-13-16,10.18572,1812-3783,journal-article,The Publishing Group Jurist,Russian investigator,2020/4/21,0,IS THE EXAMINATION OF NETWORK INFORMATION RESOURCES A NEW TYPE OF INVESTIGATIVE ACTIVITY?,3.0544772
10.37491/unz.71.13,10.37491,2078-9165,journal-article,Leonid Yuzkov Khmelnytskyi University of Management and Law,University Scientific Notes,2020/6/4,8,Adjudicative Refutation of Dubious Information Spread in Social Media,4.4303546
10.1002/jaba.574,10.1002,0021-8855,journal-article,Wiley,Journal of Applied Behavior Analysis,2020/6/5,0,Issue Information,4.8986945
10.1111/lasr.12415,10.1111,0023-9216,journal-article,Wiley,Law & Society Review,2020/6/5,0,Issue Information,4.4303546
10.33541/japs.v3i2.1317,10.33541,2580-7048,journal-article,UKI Press,Jurnal Asia Pacific Studies,2020/6/6,0,KEPENTINGAN INDONESIA DALAM MENGAMBIL ALIH FLIGHT INFORMATION REGION (FIR) DARI SINGAPURA,4.4303546
10.1093/nop/npaa001,10.1093,2054-2577,journal-article,Oxford University Press (OUP),Neuro-Oncology Practice,2020/6/6,21,Association between urbanicity and surgical treatment among patients with primary glioblastoma in the United States,2.1288822
10.1007/978-3-030-38651-1_1,10.1007,0302-9743,book-chapter,Springer International Publishing,Internet of Vehicles. Technologies and Services Toward Smart Cities,2020/6/8,31,A Novel Protocol for Information Dissemination in Vehicular Networks,3.0544772
10.1115/1.4045143,10.1115,1530-9827,journal-article,ASME International,Journal of Computing and Information Science in Engineering,2020/1/24,24,A Heuristic Scaling Strategy for Multi-Robot Cooperative Three-Dimensional Printing,3.8240283
10.1111/and.13329,10.1111,0303-4569,journal-article,Wiley,Andrologia,2020/6/9,0,Issue Information,5.2595572
10.22606/fsp.2020.41006,10.22606,2521-7372,journal-article,"Isaac Scientific Publishing Co., Ltd.",Frontiers in Signal Processing,2019/10/25,0,Face Recognition Based on MTCNN and Convolutional Neural Network,4.561547
10.22606/fsp.2020.41005,10.22606,2521-7372,journal-article,"Isaac Scientific Publishing Co., Ltd.",Frontiers in Signal Processing,2019/10/25,0,Spam Comment Recognition Based on Wide & Deep Learning,4.561547
10.22606/fsp.2020.41004,10.22606,2521-7372,journal-article,"Isaac Scientific Publishing Co., Ltd.",Frontiers in Signal Processing,2019/10/25,0,Oven Controlled Crystal Oscillator Control Based on BP Neural Network Tuning PID,5.4594364
10.22606/fsp.2020.41002,10.22606,2521-7372,journal-article,"Isaac Scientific Publishing Co., Ltd.",Frontiers in Signal Processing,2019/10/25,0,Research on Audit Application Based on Apriori Algorithm,4.561547
10.22606/fsp.2020.41001,10.22606,2521-7372,journal-article,"Isaac Scientific Publishing Co., Ltd.",Frontiers in Signal Processing,2019/10/25,0,Research on the Installment Risk of P2P Network Loan,4.561547
10.1115/1.4045289,10.1115,1530-9827,journal-article,ASME International,Journal of Computing and Information Science in Engineering,2020/1/17,38,Visualization Technology and Tool Selection Methods for Solving Adaptive Training Complex Structural-Parametric Synthesis Problems,3.0544772
10.22224/gistbok/2019.4.5,10.22224,2577-2848,journal-article,University Consortium for Geographic Information Science (UCGIS),Geographic Information Science & Technology Body of Knowledge,2020/2/4,0,Multivariate Mapping,4.4303546
10.2196/15585,10.2196,1438-8871,journal-article,JMIR Publications Inc.,Journal of Medical Internet Research,2020/1/31,55,Health Consumers’ Daily Habit of Internet Banking Use as a Proxy for Understanding Health Information Sharing Behavior: Quasi-Experimental Approach,3.8240283
10.1111/jsbm.12547,10.1080,0047-2778,journal-article,Informa UK Limited,Journal of Small Business Management,2020/1/4,0,ICSB Information,4.4303546
10.1111/jsbm.12546,10.1080,0047-2778,journal-article,Informa UK Limited,Journal of Small Business Management,2020/1/4,0,Issue Information,4.4303546
10.1093/oep/gpz075,10.1093,0030-7653,journal-article,Oxford University Press (OUP),Oxford Economic Papers,2020/1/13,22,Incomplete information and iterated strict dominance,4.8986945
10.1093/ijlit/eaz013,10.1093,0967-0769,journal-article,Oxford University Press (OUP),International Journal of Law and Information Technology,2020/2/8,0,A country road: domain name disputes in .nz—is private dispute resolution working?,3.8240283
10.1093/hsw/hlz034,10.1093,0360-7283,journal-article,Oxford University Press (OUP),Health & Social Work,2020/2/7,18,Health Literacy Barriers in the Health Care System: Barriers and Opportunities for the Profession,6.859384
